"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Saint-Paul (MÉ), Quebec","2016A00052461005","Persons","249","units","0","v1138980132","1027","6631","","","","0"
"2020","Saint-Césaire (V), Quebec","2016A00052455023","Persons","249","units","0","v1138980133","1028","5961","","","","0"
"2021","Saint-Césaire (V), Quebec","2016A00052455023","Persons","249","units","0","v1138980133","1028","5999","","","","0"
"2020","Pontiac (MÉ), Quebec","2016A00052482030","Persons","249","units","0","v1138980134","1029","5982","","","","0"
"2021","Pontiac (MÉ), Quebec","2016A00052482030","Persons","249","units","0","v1138980134","1029","6151","","","","0"
"2020","Verchères (MÉ), Quebec","2016A00052459025","Persons","249","units","0","v1138980135","1030","5800","","","","0"
"2021","Verchères (MÉ), Quebec","2016A00052459025","Persons","249","units","0","v1138980135","1030","5822","","","","0"
"2020","Saint-Honoré (MÉ), Quebec","2016A00052494240","Persons","249","units","0","v1138980136","1031","6184","","","","0"
"2021","Saint-Honoré (MÉ), Quebec","2016A00052494240","Persons","249","units","0","v1138980136","1031","6412","","","","0"
"2020","Notre-Dame-du-Mont-Carmel (PE), Quebec","2016A00052437235","Persons","249","units","0","v1138980137","1032","6076","","","","0"
"2021","Notre-Dame-du-Mont-Carmel (PE), Quebec","2016A00052437235","Persons","249","units","0","v1138980137","1032","6312","","","","0"
"2020","McMasterville (MÉ), Quebec","2016A00052457025","Persons","249","units","0","v1138980138","1033","5994","","","","0"
"2021","McMasterville (MÉ), Quebec","2016A00052457025","Persons","249","units","0","v1138980138","1033","5947","","","","0"
"2020","Lac-Mégantic (V), Quebec","2016A00052430030","Persons","249","units","0","v1138980139","1034","5587","","","","0"
"2021","Lac-Mégantic (V), Quebec","2016A00052430030","Persons","249","units","0","v1138980139","1034","5613","","","","0"
"2020","Saint-Henri (MÉ), Quebec","2016A00052419068","Persons","249","units","0","v1138980140","1035","5814","","","","0"
"2021","Saint-Henri (MÉ), Quebec","2016A00052419068","Persons","249","units","0","v1138980140","1035","5889","","","","0"
"2020","Saint-Pie (V), Quebec","2016A00052454008","Persons","249","units","0","v1138980141","1036","5723","","","","0"
"2021","Saint-Pie (V), Quebec","2016A00052454008","Persons","249","units","0","v1138980141","1036","5855","","","","0"
"2020","L'Épiphanie (V), Quebec","2016A00052460035","Persons","249","units","0","v1138980142","1037","5644","","","","0"
"2021","L'Épiphanie (V), Quebec","2016A00052460035","Persons","249","units","0","v1138980142","1037","5737","","","","0"
"2020","Lac-Brome (V), Quebec","2016A00052446075","Persons","249","units","0","v1138980143","1038","5642","","","","0"
"2021","Lac-Brome (V), Quebec","2016A00052446075","Persons","249","units","0","v1138980143","1038","5883","","","","0"
"2020","Sainte-Martine (MÉ), Quebec","2016A00052470012","Persons","249","units","0","v1138980144","1039","5684","","","","0"
"2021","Sainte-Martine (MÉ), Quebec","2016A00052470012","Persons","249","units","0","v1138980144","1039","5767","","","","0"
"2020","L'Ange-Gardien (MÉ), Quebec","2016A00052482005","Persons","249","units","0","v1138980145","1040","6065","","","","0"
"2021","L'Ange-Gardien (MÉ), Quebec","2016A00052482005","Persons","249","units","0","v1138980145","1040","6303","","","","0"
"2020","Windsor (V), Quebec","2016A00052442088","Persons","249","units","0","v1138980146","1041","5413","","","","0"
"2021","Windsor (V), Quebec","2016A00052442088","Persons","249","units","0","v1138980146","1041","5395","","","","0"
"2020","Cookshire-Eaton (V), Quebec","2016A00052441038","Persons","249","units","0","v1138980147","1042","5449","","","","0"
"2021","Cookshire-Eaton (V), Quebec","2016A00052441038","Persons","249","units","0","v1138980147","1042","5463","","","","0"
"2020","Les Coteaux (MÉ), Quebec","2016A00052471033","Persons","249","units","0","v1138980148","1043","5594","","","","0"
"2021","Les Coteaux (MÉ), Quebec","2016A00052471033","Persons","249","units","0","v1138980148","1043","5736","","","","0"
"2020","Richelieu (V), Quebec","2016A00052455057","Persons","249","units","0","v1138980149","1044","5517","","","","0"
"2021","Richelieu (V), Quebec","2016A00052455057","Persons","249","units","0","v1138980149","1044","5626","","","","0"
"2020","Saint-Roch-de-l'Achigan (MÉ), Quebec","2016A00052463035","Persons","249","units","0","v1138980150","1045","5499","","","","0"
"2021","Saint-Roch-de-l'Achigan (MÉ), Quebec","2016A00052463035","Persons","249","units","0","v1138980150","1045","5678","","","","0"
"2020","Hudson (V), Quebec","2016A00052471100","Persons","249","units","0","v1138980151","1046","5421","","","","0"
"2021","Hudson (V), Quebec","2016A00052471100","Persons","249","units","0","v1138980151","1046","5549","","","","0"
"2020","Montréal-Ouest (V), Quebec","2016A00052466047","Persons","249","units","0","v1138980152","1047","5305","","","","0"
"2021","Montréal-Ouest (V), Quebec","2016A00052466047","Persons","249","units","0","v1138980152","1047","5377","","","","0"
"2020","Sainte-Anne-de-Bellevue (V), Quebec","2016A00052466117","Persons","249","units","0","v1138980153","1048","5046","","","","0"
"2021","Sainte-Anne-de-Bellevue (V), Quebec","2016A00052466117","Persons","249","units","0","v1138980153","1048","4989","","","","0"
"2020","Saint-Germain-de-Grantham (MÉ), Quebec","2016A00052449048","Persons","249","units","0","v1138980155","1050","4970","","","","0"
"2021","Saint-Germain-de-Grantham (MÉ), Quebec","2016A00052449048","Persons","249","units","0","v1138980155","1050","5033","","","","0"
"2020","Val-David (VL), Quebec","2016A00052478010","Persons","249","units","0","v1138980156","1051","5441","","","","0"
"2021","Val-David (VL), Quebec","2016A00052478010","Persons","249","units","0","v1138980156","1051","5597","","","","0"
"2020","Chisasibi (TC), Quebec","2016A00052499814","Persons","249","units","0","v1138980157","1052","5249","","","","0"
"2021","Chisasibi (TC), Quebec","2016A00052499814","Persons","249","units","0","v1138980157","1052","5324","","","","0"
"2020","Témiscouata-sur-le-Lac (V), Quebec","2016A00052413073","Persons","249","units","0","v1138980158","1053","4947","","","","0"
"2021","Témiscouata-sur-le-Lac (V), Quebec","2016A00052413073","Persons","249","units","0","v1138980158","1053","5011","","","","0"
"2020","Saint-Joseph-de-Beauce (V), Quebec","2016A00052427043","Persons","249","units","0","v1138980159","1054","4928","","","","0"
"2021","Saint-Joseph-de-Beauce (V), Quebec","2016A00052427043","Persons","249","units","0","v1138980159","1054","4923","","","","0"
"2020","Saint-Boniface (MÉ), Quebec","2016A00052451085","Persons","249","units","0","v1138980160","1055","5093","","","","0"
"2021","Saint-Boniface (MÉ), Quebec","2016A00052451085","Persons","249","units","0","v1138980160","1055","5166","","","","0"
"2020","Lanoraie (MÉ), Quebec","2016A00052452017","Persons","249","units","0","v1138980161","1056","5255","","","","0"
"2021","Lanoraie (MÉ), Quebec","2016A00052452017","Persons","249","units","0","v1138980161","1056","5378","","","","0"
"2020","Saint-Cyrille-de-Wendover (MÉ), Quebec","2016A00052449070","Persons","249","units","0","v1138980162","1057","4907","","","","0"
"2021","Saint-Cyrille-de-Wendover (MÉ), Quebec","2016A00052449070","Persons","249","units","0","v1138980162","1057","5061","","","","0"
"2020","Chertsey (MÉ), Quebec","2016A00052462047","Persons","249","units","0","v1138980163","1058","4927","","","","0"
"2021","Chertsey (MÉ), Quebec","2016A00052462047","Persons","249","units","0","v1138980163","1058","4976","","","","0"
"2020","Warwick (V), Quebec","2016A00052439077","Persons","249","units","0","v1138980164","1059","4761","","","","0"
"2021","Warwick (V), Quebec","2016A00052439077","Persons","249","units","0","v1138980164","1059","4882","","","","0"
"2020","Saint-Étienne-des-Grès (PE), Quebec","2016A00052451090","Persons","249","units","0","v1138980165","1060","4589","","","","0"
"2021","Saint-Étienne-des-Grès (PE), Quebec","2016A00052451090","Persons","249","units","0","v1138980165","1060","4669","","","","0"
"2020","Saint-Mathias-sur-Richelieu (MÉ), Quebec","2016A00052455065","Persons","249","units","0","v1138980166","1061","4604","","","","0"
"2021","Saint-Mathias-sur-Richelieu (MÉ), Quebec","2016A00052455065","Persons","249","units","0","v1138980166","1061","4596","","","","0"
"2020","Saint-Jean-de-Matha (MÉ), Quebec","2016A00052462015","Persons","249","units","0","v1138980167","1062","4600","","","","0"
"2021","Saint-Jean-de-Matha (MÉ), Quebec","2016A00052462015","Persons","249","units","0","v1138980167","1062","4715","","","","0"
"2020","Waterloo (V), Quebec","2016A00052447025","Persons","249","units","0","v1138980168","1063","4817","","","","0"
"2021","Waterloo (V), Quebec","2016A00052447025","Persons","249","units","0","v1138980168","1063","5052","","","","0"
"2020","Neuville (V), Quebec","2016A00052434007","Persons","249","units","0","v1138980169","1064","4509","","","","0"
"2021","Neuville (V), Quebec","2016A00052434007","Persons","249","units","0","v1138980169","1064","4576","","","","0"
"2020","Orford (CT), Quebec","2016A00052445115","Persons","249","units","0","v1138980170","1065","4824","","","","0"
"2021","Orford (CT), Quebec","2016A00052445115","Persons","249","units","0","v1138980170","1065","5029","","","","0"
"2020","Rivière-Rouge (V), Quebec","2016A00052479037","Persons","249","units","0","v1138980171","1066","4466","","","","0"
"2021","Rivière-Rouge (V), Quebec","2016A00052479037","Persons","249","units","0","v1138980171","1066","4614","","","","0"
"2020","Saint-Agapit (MÉ), Quebec","2016A00052433045","Persons","249","units","0","v1138980172","1067","4468","","","","0"
"2021","Saint-Agapit (MÉ), Quebec","2016A00052433045","Persons","249","units","0","v1138980172","1067","4538","","","","0"
"2020","Berthierville (V), Quebec","2016A00052452035","Persons","249","units","0","v1138980173","1068","4340","","","","0"
"2021","Berthierville (V), Quebec","2016A00052452035","Persons","249","units","0","v1138980173","1068","4356","","","","0"
"2020","Morin-Heights (MÉ), Quebec","2016A00052477050","Persons","249","units","0","v1138980174","1069","4546","","","","0"
"2021","Morin-Heights (MÉ), Quebec","2016A00052477050","Persons","249","units","0","v1138980174","1069","4771","","","","0"
"2020","Château-Richer (V), Quebec","2016A00052421035","Persons","249","units","0","v1138980175","1070","4428","","","","0"
"2021","Château-Richer (V), Quebec","2016A00052421035","Persons","249","units","0","v1138980175","1070","4494","","","","0"
"2020","La Pocatière (V), Quebec","2016A00052414085","Persons","249","units","0","v1138980176","1071","4004","","","","0"
"2021","La Pocatière (V), Quebec","2016A00052414085","Persons","249","units","0","v1138980176","1071","3929","","","","0"
"2020","Saint-Denis-de-Brompton (MÉ), Quebec","2016A00052442025","Persons","249","units","0","v1138980177","1072","4506","","","","0"
"2021","Saint-Denis-de-Brompton (MÉ), Quebec","2016A00052442025","Persons","249","units","0","v1138980177","1072","4686","","","","0"
"2020","Carleton-sur-Mer (V), Quebec","2016A00052406013","Persons","249","units","0","v1138980178","1073","4043","","","","0"
"2021","Carleton-sur-Mer (V), Quebec","2016A00052406013","Persons","249","units","0","v1138980178","1073","4155","","","","0"
"2020","Saint-Antonin (MÉ), Quebec","2016A00052412015","Persons","249","units","0","v1138980179","1074","4244","","","","0"
"2021","Saint-Antonin (MÉ), Quebec","2016A00052412015","Persons","249","units","0","v1138980179","1074","4274","","","","0"
"2020","Sutton (V), Quebec","2016A00052446058","Persons","249","units","0","v1138980180","1075","4223","","","","0"
"2021","Sutton (V), Quebec","2016A00052446058","Persons","249","units","0","v1138980180","1075","4389","","","","0"
"2020","Saint-Jacques (MÉ), Quebec","2016A00052463013","Persons","249","units","0","v1138980181","1076","4284","","","","0"
"2021","Saint-Jacques (MÉ), Quebec","2016A00052463013","Persons","249","units","0","v1138980181","1076","4441","","","","0"
"2020","Métabetchouan--Lac-à-la-Croix (V), Quebec","2016A00052493012","Persons","249","units","0","v1138980182","1077","3909","","","","0"
"2021","Métabetchouan--Lac-à-la-Croix (V), Quebec","2016A00052493012","Persons","249","units","0","v1138980182","1077","3936","","","","0"
"2020","Saint-Anselme (MÉ), Quebec","2016A00052419062","Persons","249","units","0","v1138980183","1078","4043","","","","0"
"2021","Saint-Anselme (MÉ), Quebec","2016A00052419062","Persons","249","units","0","v1138980183","1078","4202","","","","0"
"2020","Crabtree (MÉ), Quebec","2016A00052461013","Persons","249","units","0","v1138980184","1079","4107","","","","0"
"2021","Crabtree (MÉ), Quebec","2016A00052461013","Persons","249","units","0","v1138980184","1079","4196","","","","0"
"2020","Napierville (MÉ), Quebec","2016A00052468030","Persons","249","units","0","v1138980185","1080","4122","","","","0"
"2021","Napierville (MÉ), Quebec","2016A00052468030","Persons","249","units","0","v1138980185","1080","4178","","","","0"
"2020","Montréal-Est (V), Quebec","2016A00052466007","Persons","249","units","0","v1138980186","1081","4094","","","","0"
"2021","Montréal-Est (V), Quebec","2016A00052466007","Persons","249","units","0","v1138980186","1081","4307","","","","0"
"2020","Saint-Donat (MÉ), Quebec","2016A00052462060","Persons","249","units","0","v1138980187","1082","4152","","","","0"
"2021","Saint-Donat (MÉ), Quebec","2016A00052462060","Persons","249","units","0","v1138980187","1082","4404","","","","0"
"2020","Saint-Ambroise-de-Kildare (MÉ), Quebec","2016A00052461040","Persons","249","units","0","v1138980188","1083","4075","","","","0"
"2021","Saint-Ambroise-de-Kildare (MÉ), Quebec","2016A00052461040","Persons","249","units","0","v1138980188","1083","4180","","","","0"
"2020","Maniwaki (V), Quebec","2016A00052483065","Persons","249","units","0","v1138980189","1084","3806","","","","0"
"2021","Maniwaki (V), Quebec","2016A00052483065","Persons","249","units","0","v1138980189","1084","3855","","","","0"
"2020","L'Islet (MÉ), Quebec","2016A00052417078","Persons","249","units","0","v1138980190","1085","3812","","","","0"
"2021","L'Islet (MÉ), Quebec","2016A00052417078","Persons","249","units","0","v1138980190","1085","3872","","","","0"
"2020","Roxton Pond (MÉ), Quebec","2016A00052447047","Persons","249","units","0","v1138980191","1086","4198","","","","0"
"2021","Roxton Pond (MÉ), Quebec","2016A00052447047","Persons","249","units","0","v1138980191","1086","4395","","","","0"
"2020","Danville (V), Quebec","2016A00052440047","Persons","249","units","0","v1138980192","1087","3902","","","","0"
"2021","Danville (V), Quebec","2016A00052440047","Persons","249","units","0","v1138980192","1087","3872","","","","0"
"2020","Baie-D'Urfé (V), Quebec","2016A00052466112","Persons","249","units","0","v1138980193","1088","3936","","","","0"
"2021","Baie-D'Urfé (V), Quebec","2016A00052466112","Persons","249","units","0","v1138980193","1088","3939","","","","0"
"2020","Lac-Etchemin (MÉ), Quebec","2016A00052428053","Persons","249","units","0","v1138980194","1089","3871","","","","0"
"2021","Lac-Etchemin (MÉ), Quebec","2016A00052428053","Persons","249","units","0","v1138980194","1089","3934","","","","0"
"2020","Oka (MÉ), Quebec","2016A00052472032","Persons","249","units","0","v1138980195","1090","4184","","","","0"
"2021","Oka (MÉ), Quebec","2016A00052472032","Persons","249","units","0","v1138980195","1090","4205","","","","0"
"2020","Saint-Ambroise (MÉ), Quebec","2016A00052494255","Persons","249","units","0","v1138980196","1091","3945","","","","0"
"2021","Saint-Ambroise (MÉ), Quebec","2016A00052494255","Persons","249","units","0","v1138980196","1091","4042","","","","0"
"2020","Saint-André-Avellin (MÉ), Quebec","2016A00052480027","Persons","249","units","0","v1138980197","1092","3838","","","","0"
"2021","Saint-André-Avellin (MÉ), Quebec","2016A00052480027","Persons","249","units","0","v1138980197","1092","3950","","","","0"
"2020","Beaupré (V), Quebec","2016A00052421025","Persons","249","units","0","v1138980198","1093","3882","","","","0"
"2021","Beaupré (V), Quebec","2016A00052421025","Persons","249","units","0","v1138980198","1093","3938","","","","0"
"2020","L'Ange-Gardien (MÉ), Quebec","2016A00052421040","Persons","249","units","0","v1138980199","1094","3888","","","","0"
"2021","L'Ange-Gardien (MÉ), Quebec","2016A00052421040","Persons","249","units","0","v1138980199","1094","3958","","","","0"
"2020","New Richmond (V), Quebec","2016A00052405070","Persons","249","units","0","v1138980200","1095","3765","","","","0"
"2021","New Richmond (V), Quebec","2016A00052405070","Persons","249","units","0","v1138980200","1095","3806","","","","0"
"2020","Saint-Tite (V), Quebec","2016A00052435027","Persons","249","units","0","v1138980201","1096","3693","","","","0"
"2021","Saint-Tite (V), Quebec","2016A00052435027","Persons","249","units","0","v1138980201","1096","3750","","","","0"
"2020","East Angus (V), Quebec","2016A00052441060","Persons","249","units","0","v1138980202","1097","3876","","","","0"
"2021","East Angus (V), Quebec","2016A00052441060","Persons","249","units","0","v1138980202","1097","3916","","","","0"
"2020","Sainte-Anne-des-Lacs (PE), Quebec","2016A00052477035","Persons","249","units","0","v1138980203","1098","3793","","","","0"
"2021","Sainte-Anne-des-Lacs (PE), Quebec","2016A00052477035","Persons","249","units","0","v1138980203","1098","3901","","","","0"
"2020","Ormstown (MÉ), Quebec","2016A00052469037","Persons","249","units","0","v1138980204","1099","3789","","","","0"
"2021","Ormstown (MÉ), Quebec","2016A00052469037","Persons","249","units","0","v1138980204","1099","3912","","","","0"
"2020","Saint-Prosper (MÉ), Quebec","2016A00052428020","Persons","249","units","0","v1138980205","1100","3567","","","","0"
"2021","Saint-Prosper (MÉ), Quebec","2016A00052428020","Persons","249","units","0","v1138980205","1100","3636","","","","0"
"2020","Mistissini (TC), Quebec","2016A00052499804","Persons","249","units","0","v1138980206","1101","3797","","","","0"
"2021","Mistissini (TC), Quebec","2016A00052499804","Persons","249","units","0","v1138980206","1101","3844","","","","0"
"2020","Saint-Faustin--Lac-Carré (MÉ), Quebec","2016A00052478047","Persons","249","units","0","v1138980207","1102","3695","","","","0"
"2021","Saint-Faustin--Lac-Carré (MÉ), Quebec","2016A00052478047","Persons","249","units","0","v1138980207","1102","3804","","","","0"
"2020","Saint-Adolphe-d'Howard (MÉ), Quebec","2016A00052477065","Persons","249","units","0","v1138980208","1103","3664","","","","0"
"2021","Saint-Adolphe-d'Howard (MÉ), Quebec","2016A00052477065","Persons","249","units","0","v1138980208","1103","3828","","","","0"
"2020","Havre-Saint-Pierre (MÉ), Quebec","2016A00052498040","Persons","249","units","0","v1138980209","1104","3373","","","","0"
"2021","Havre-Saint-Pierre (MÉ), Quebec","2016A00052498040","Persons","249","units","0","v1138980209","1104","3367","","","","0"
"2020","Saint-Pascal (V), Quebec","2016A00052414018","Persons","249","units","0","v1138980210","1105","3450","","","","0"
"2021","Saint-Pascal (V), Quebec","2016A00052414018","Persons","249","units","0","v1138980210","1105","3487","","","","0"
"2020","Saint-Sulpice (PE), Quebec","2016A00052460020","Persons","249","units","0","v1138980211","1106","3402","","","","0"
"2021","Saint-Sulpice (PE), Quebec","2016A00052460020","Persons","249","units","0","v1138980211","1106","3402","","","","0"
"2020","Dunham (V), Quebec","2016A00052446050","Persons","249","units","0","v1138980212","1107","3613","","","","0"
"2021","Dunham (V), Quebec","2016A00052446050","Persons","249","units","0","v1138980212","1107","3657","","","","0"
"2020","Grande-Rivière (V), Quebec","2016A00052402015","Persons","249","units","0","v1138980213","1108","3430","","","","0"
"2021","Grande-Rivière (V), Quebec","2016A00052402015","Persons","249","units","0","v1138980213","1108","3452","","","","0"
"2020","Cap-Santé (V), Quebec","2016A00052434030","Persons","249","units","0","v1138980214","1109","3460","","","","0"
"2021","Cap-Santé (V), Quebec","2016A00052434030","Persons","249","units","0","v1138980214","1109","3572","","","","0"
"2020","Saint-Gabriel-de-Valcartier (MÉ), Quebec","2016A00052422025","Persons","249","units","0","v1138980215","1110","3628","","","","0"
"2021","Saint-Gabriel-de-Valcartier (MÉ), Quebec","2016A00052422025","Persons","249","units","0","v1138980215","1110","3748","","","","0"
"2020","Saint-Jean-Port-Joli (MÉ), Quebec","2016A00052417070","Persons","249","units","0","v1138980216","1111","3414","","","","0"
"2021","Saint-Jean-Port-Joli (MÉ), Quebec","2016A00052417070","Persons","249","units","0","v1138980216","1111","3439","","","","0"
"2020","Malartic (V), Quebec","2016A00052489015","Persons","249","units","0","v1138980217","1112","3236","","","","0"
"2021","Malartic (V), Quebec","2016A00052489015","Persons","249","units","0","v1138980217","1112","3289","","","","0"
"2020","Sainte-Claire (MÉ), Quebec","2016A00052419055","Persons","249","units","0","v1138980218","1113","3514","","","","0"
"2021","Sainte-Claire (MÉ), Quebec","2016A00052419055","Persons","249","units","0","v1138980218","1113","3588","","","","0"
"2020","Saint-Maurice (PE), Quebec","2016A00052437230","Persons","249","units","0","v1138980219","1114","3461","","","","0"
"2021","Saint-Maurice (PE), Quebec","2016A00052437230","Persons","249","units","0","v1138980219","1114","3611","","","","0"
"2020","Saint-Ferréol-les-Neiges (MÉ), Quebec","2016A00052421010","Persons","249","units","0","v1138980220","1115","3511","","","","0"
"2021","Saint-Ferréol-les-Neiges (MÉ), Quebec","2016A00052421010","Persons","249","units","0","v1138980220","1115","3642","","","","0"
"2020","Saint-Côme--Linière (MÉ), Quebec","2016A00052429057","Persons","249","units","0","v1138980221","1116","3243","","","","0"
"2021","Saint-Côme--Linière (MÉ), Quebec","2016A00052429057","Persons","249","units","0","v1138980221","1116","3266","","","","0"
"2020","Saint-Thomas (MÉ), Quebec","2016A00052461027","Persons","249","units","0","v1138980222","1117","3498","","","","0"
"2021","Saint-Thomas (MÉ), Quebec","2016A00052461027","Persons","249","units","0","v1138980222","1117","3583","","","","0"
"2020","Trois-Pistoles (V), Quebec","2016A00052411040","Persons","249","units","0","v1138980223","1118","3134","","","","0"
"2021","Trois-Pistoles (V), Quebec","2016A00052411040","Persons","249","units","0","v1138980223","1118","3194","","","","0"
"2020","Saint-Michel (MÉ), Quebec","2016A00052468050","Persons","249","units","0","v1138980224","1119","3512","","","","0"
"2021","Saint-Michel (MÉ), Quebec","2016A00052468050","Persons","249","units","0","v1138980224","1119","3667","","","","0"
"2020","Richmond (V), Quebec","2016A00052442098","Persons","249","units","0","v1138980225","1120","3265","","","","0"
"2021","Richmond (V), Quebec","2016A00052442098","Persons","249","units","0","v1138980225","1120","3321","","","","0"
"2020","L'Épiphanie (PE), Quebec","2016A00052460040","Persons","249","units","0","v1138980226","1121","3294","","","","0"
"2021","L'Épiphanie (PE), Quebec","2016A00052460040","Persons","249","units","0","v1138980226","1121","3320","","","","0"
"2020","Portneuf (V), Quebec","2016A00052434048","Persons","249","units","0","v1138980227","1122","3284","","","","0"
"2021","Portneuf (V), Quebec","2016A00052434048","Persons","249","units","0","v1138980227","1122","3329","","","","0"
"2020","Saint-Alphonse-Rodriguez (MÉ), Quebec","2016A00052462025","Persons","249","units","0","v1138980228","1123","3274","","","","0"
"2021","Saint-Alphonse-Rodriguez (MÉ), Quebec","2016A00052462025","Persons","249","units","0","v1138980228","1123","3384","","","","0"
"2020","Ascot Corner (MÉ), Quebec","2016A00052441055","Persons","249","units","0","v1138980229","1124","3294","","","","0"
"2021","Ascot Corner (MÉ), Quebec","2016A00052441055","Persons","249","units","0","v1138980229","1124","3362","","","","0"
"2020","Paspébiac (V), Quebec","2016A00052405032","Persons","249","units","0","v1138980230","1125","3121","","","","0"
"2021","Paspébiac (V), Quebec","2016A00052405032","Persons","249","units","0","v1138980230","1125","3169","","","","0"
"2020","Compton (MÉ), Quebec","2016A00052444071","Persons","249","units","0","v1138980231","1126","3188","","","","0"
"2021","Compton (MÉ), Quebec","2016A00052444071","Persons","249","units","0","v1138980231","1126","3256","","","","0"
"2020","Saint-Jean-Baptiste (MÉ), Quebec","2016A00052457033","Persons","249","units","0","v1138980232","1127","3257","","","","0"
"2021","Saint-Jean-Baptiste (MÉ), Quebec","2016A00052457033","Persons","249","units","0","v1138980232","1127","3333","","","","0"
"2020","Saint-Alphonse-de-Granby (MÉ), Quebec","2016A00052447010","Persons","249","units","0","v1138980233","1128","3315","","","","0"
"2021","Saint-Alphonse-de-Granby (MÉ), Quebec","2016A00052447010","Persons","249","units","0","v1138980233","1128","3363","","","","0"
"2020","Percé (V), Quebec","2016A00052402005","Persons","249","units","0","v1138980234","1129","3047","","","","0"
"2021","Percé (V), Quebec","2016A00052402005","Persons","249","units","0","v1138980234","1129","3079","","","","0"
"2020","Mont-Saint-Grégoire (MÉ), Quebec","2016A00052456097","Persons","249","units","0","v1138980235","1130","3264","","","","0"
"2021","Mont-Saint-Grégoire (MÉ), Quebec","2016A00052456097","Persons","249","units","0","v1138980235","1130","3305","","","","0"
"2020","Saint-Liboire (MÉ), Quebec","2016A00052454072","Persons","249","units","0","v1138980236","1131","3060","","","","0"
"2021","Saint-Liboire (MÉ), Quebec","2016A00052454072","Persons","249","units","0","v1138980236","1131","3102","","","","0"
"2020","Cap-Saint-Ignace (MÉ), Quebec","2016A00052418045","Persons","249","units","0","v1138980237","1132","3066","","","","0"
"2021","Cap-Saint-Ignace (MÉ), Quebec","2016A00052418045","Persons","249","units","0","v1138980237","1132","3100","","","","0"
"2020","Forestville (V), Quebec","2016A00052495045","Persons","249","units","0","v1138980238","1133","2911","","","","0"
"2021","Forestville (V), Quebec","2016A00052495045","Persons","249","units","0","v1138980238","1133","2890","","","","0"
"2020","Clermont (V), Quebec","2016A00052415035","Persons","249","units","0","v1138980239","1134","3065","","","","0"
"2021","Clermont (V), Quebec","2016A00052415035","Persons","249","units","0","v1138980239","1134","3122","","","","0"
"2020","Saint-Anaclet-de-Lessard (PE), Quebec","2016A00052410030","Persons","249","units","0","v1138980240","1135","3052","","","","0"
"2021","Saint-Anaclet-de-Lessard (PE), Quebec","2016A00052410030","Persons","249","units","0","v1138980240","1135","3044","","","","0"
"2020","Normandin (V), Quebec","2016A00052492040","Persons","249","units","0","v1138980241","1136","3025","","","","0"
"2021","Normandin (V), Quebec","2016A00052492040","Persons","249","units","0","v1138980241","1136","3019","","","","0"
"2020","Saint-André-d'Argenteuil (MÉ), Quebec","2016A00052476008","Persons","249","units","0","v1138980242","1137","2969","","","","0"
"2021","Saint-André-d'Argenteuil (MÉ), Quebec","2016A00052476008","Persons","249","units","0","v1138980242","1137","2973","","","","0"
"2020","Saint-Christophe-d'Arthabaska (PE), Quebec","2016A00052439060","Persons","249","units","0","v1138980243","1138","3086","","","","0"
"2021","Saint-Christophe-d'Arthabaska (PE), Quebec","2016A00052439060","Persons","249","units","0","v1138980243","1138","3086","","","","0"
"2020","Sainte-Mélanie (MÉ), Quebec","2016A00052461050","Persons","249","units","0","v1138980244","1139","3202","","","","0"
"2021","Sainte-Mélanie (MÉ), Quebec","2016A00052461050","Persons","249","units","0","v1138980244","1139","3260","","","","0"
"2020","Saint-Alexis-des-Monts (PE), Quebec","2016A00052451065","Persons","249","units","0","v1138980245","1140","2932","","","","0"
"2021","Saint-Alexis-des-Monts (PE), Quebec","2016A00052451065","Persons","249","units","0","v1138980245","1140","2995","","","","0"
"2020","Piedmont (MÉ), Quebec","2016A00052477030","Persons","249","units","0","v1138980246","1141","3331","","","","0"
"2021","Piedmont (MÉ), Quebec","2016A00052477030","Persons","249","units","0","v1138980246","1141","3466","","","","0"
"2020","Stoke (MÉ), Quebec","2016A00052442005","Persons","249","units","0","v1138980247","1142","3122","","","","0"
"2021","Stoke (MÉ), Quebec","2016A00052442005","Persons","249","units","0","v1138980247","1142","3160","","","","0"
"2020","Beaumont (MÉ), Quebec","2016A00052419105","Persons","249","units","0","v1138980248","1143","3016","","","","0"
"2021","Beaumont (MÉ), Quebec","2016A00052419105","Persons","249","units","0","v1138980248","1143","3115","","","","0"
"2020","Saint-Marc-des-Carrières (V), Quebec","2016A00052434065","Persons","249","units","0","v1138980249","1144","2976","","","","0"
"2021","Saint-Marc-des-Carrières (V), Quebec","2016A00052434065","Persons","249","units","0","v1138980249","1144","3016","","","","0"
"2020","Saint-Paul-d'Abbotsford (MÉ), Quebec","2016A00052455015","Persons","249","units","0","v1138980250","1145","2949","","","","0"
"2021","Saint-Paul-d'Abbotsford (MÉ), Quebec","2016A00052455015","Persons","249","units","0","v1138980250","1145","2969","","","","0"
"2020","Sainte-Marie-Madeleine (PE), Quebec","2016A00052454030","Persons","249","units","0","v1138980251","1146","2959","","","","0"
"2021","Sainte-Marie-Madeleine (PE), Quebec","2016A00052454030","Persons","249","units","0","v1138980251","1146","2979","","","","0"
"2020","Saint-Isidore (MÉ), Quebec","2016A00052426063","Persons","249","units","0","v1138980252","1147","3136","","","","0"
